fullName,raw,decoded,numeric_id,category_name,group,sport
JuJu Smith-Schuster,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
JuJu Smith-Schuster,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
JuJu Smith-Schuster,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
JuJu Smith-Schuster,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Brenton Strange,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Noah Gray,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Dyami Brown,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Parker Washington,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
George Karlaftis,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
George Karlaftis,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg2,gid://hs3/Category/86,86,Longest rush,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Brashard Smith,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Tim Patrick,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Jalen Royals,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Nikko Remigio,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Robert Tonyan,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Chris Jones,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Chris Jones,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Josh Hines-Allen,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Josh Hines-Allen,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Devin Lloyd,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Devin Lloyd,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk0,gid://hs3/Category/94,94,Defensive interceptions,defense,Football
Devin Lloyd,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg2,gid://hs3/Category/86,86,Longest rush,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgw,gid://hs3/Category/80,80,Receiving rushing yards,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
LeQuint Allen Jr.,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Tyson Campbell,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Tyson Campbell,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk0,gid://hs3/Category/94,94,Defensive interceptions,defense,Football
Tyson Campbell,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Jourdan Lewis,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Jourdan Lewis,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk0,gid://hs3/Category/94,94,Defensive interceptions,defense,Football
Jourdan Lewis,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Andrew Wingard,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Andrew Wingard,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk0,gid://hs3/Category/94,94,Defensive interceptions,defense,Football
Andrew Wingard,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Hunter Long,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Emmanuel Ogbah,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Emmanuel Ogbah,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc0,gid://hs3/Category/74,74,Rushing yards,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc1,gid://hs3/Category/75,75,Rushing tds,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc4,gid://hs3/Category/78,78,Rushing attempts,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzc5,gid://hs3/Category/79,79,Receptions,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcy,gid://hs3/Category/72,72,Receiving yards,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzcz,gid://hs3/Category/73,73,Receiving tds,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg3,gid://hs3/Category/87,87,Longest reception,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgy,gid://hs3/Category/82,82,First td scorer,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzgz,gid://hs3/Category/83,83,Last td scorer,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk2,gid://hs3/Category/96,96,Fumbles,offense,Football
Johnny Mundt,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk3,gid://hs3/Category/97,97,Lost fumbles,offense,Football
Foyesade Oluokun,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Foyesade Oluokun,Z2lkOi8vaHMzL0NhdGVnb3J5Lzk0,gid://hs3/Category/94,94,Defensive interceptions,defense,Football
Foyesade Oluokun,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Arik Armstead,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Arik Armstead,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
Dawuane Smoot,Z2lkOi8vaHMzL0NhdGVnb3J5Lzg0,gid://hs3/Category/84,84,Anytime td scorer,offense,Football
Dawuane Smoot,Z2lkOi8vaHMzL0NhdGVnb3J5Lzkz,gid://hs3/Category/93,93,Sacks,defense,Football
